post_id,upload_date,media_type,likes,comments,shares,saves,reach,impressions,caption_length,hashtags_count,followers_gained,traffic_source,engagement_rate,content_category
IG0023347,2024-12-19 09:25:22.954916,Reel,178299,3019,3007,3388,1376263,1715586,1406,0,924,Reels Feed,10.94,Music
IG0023348,2025-03-25 09:25:22.954916,Reel,65652,9778,3412,581,1370564,1866781,1992,29,309,Profile,4.25,Music
IG0023349,2025-10-20 09:25:22.954916,Photo,148352,5159,3981,14798,1620068,2019245,1972,23,117,Home Feed,8.53,Fitness
IG0023350,2025-09-28 09:25:22.954916,Photo,37728,5745,2073,3457,5219,467297,436,6,743,Profile,10.49,Technology
IG0023351,2025-06-27 09:25:22.954916,Carousel,179169,646,678,2653,1994241,2135101,447,19,353,Reels Feed,8.58,Photography
IG0023352,2025-07-21 09:25:22.954916,Photo,22839,5645,4937,2353,632394,975455,2141,2,381,Home Feed,3.67,Lifestyle
IG0023353,2025-06-27 09:25:22.954916,Reel,82814,3336,2205,7350,317831,806263,610,28,808,Reels Feed,11.87,Travel
IG0023354,2025-07-03 09:25:22.954916,Reel,5743,5746,4878,5402,1239913,1281186,1755,13,226,Profile,1.7,Fitness
IG0023355,2025-06-08 09:25:22.954916,Video,158896,3813,274,971,194295,252378,1013,29,667,External,64.96,Technology
IG0023356,2025-01-14 09:25:22.954916,Photo,33997,426,3032,8609,433148,558215,946,15,544,External,8.25,Comedy
IG0023357,2024-12-24 09:25:22.954916,Video,87708,6490,2535,4618,212776,631023,147,19,862,Profile,16.06,Comedy
IG0023358,2025-07-01 09:25:22.954916,Carousel,63052,4537,1702,9339,853393,1058481,1918,26,459,Reels Feed,7.43,Food
IG0023359,2025-08-26 09:25:22.954916,Video,31468,2882,1552,6971,36739,283705,2088,24,427,Home Feed,15.11,Fashion
IG0023360,2025-07-24 09:25:22.954916,Video,123091,445,1235,5030,1201218,1480112,1054,30,311,Reels Feed,8.77,Comedy
IG0023361,2025-08-28 09:25:22.954916,Reel,199912,5920,3423,3989,1261261,1453454,750,25,118,Reels Feed,14.67,Beauty
IG0023362,2025-07-10 09:25:22.954916,Photo,11835,1466,3845,11765,1864568,2215864,2006,23,402,External,1.3,Technology
IG0023363,2025-09-23 09:25:22.954916,Video,110448,3361,2543,11545,1800993,2074737,683,1,224,Explore,6.16,Lifestyle
IG0023364,2025-02-05 09:25:22.954916,Video,65951,7560,4600,14864,768080,882935,1695,30,425,Hashtags,10.53,Photography
IG0023365,2025-10-08 09:25:22.954916,Carousel,131810,6163,178,14998,1033546,1385731,196,25,906,Reels Feed,11.05,Technology
IG0023366,2025-05-11 09:25:22.954916,Carousel,7211,7652,4946,7910,439081,529546,1839,25,201,Home Feed,5.23,Comedy
IG0023367,2024-12-15 09:25:22.954916,Carousel,32695,1472,1928,6937,1734910,1753147,703,29,912,Hashtags,2.45,Lifestyle
IG0023368,2025-07-22 09:25:22.954916,Video,178573,2915,720,13659,921495,928517,1522,24,393,External,21.09,Photography
IG0023369,2024-12-10 09:25:22.954916,Reel,71872,4930,3149,4222,52647,479891,421,0,406,Hashtags,17.54,Food
IG0023370,2025-01-10 09:25:22.954916,Photo,91215,5379,2173,13441,1084944,1488575,1535,28,88,Reels Feed,7.54,Food
IG0023371,2025-10-26 09:25:22.954916,Carousel,6547,2430,4174,5073,1787632,1927787,1206,20,188,External,0.95,Fitness
IG0023372,2025-03-18 09:25:22.954916,Photo,294,3262,3850,12063,1133763,1255364,2103,1,72,Hashtags,1.55,Photography
IG0023373,2025-06-20 09:25:22.954916,Video,104853,7,4776,6364,65338,488399,760,26,336,Explore,23.75,Photography
IG0023374,2025-02-11 09:25:22.954916,Photo,118535,1719,3362,8906,483977,689965,697,30,756,Reels Feed,19.21,Beauty
IG0023375,2025-06-02 09:25:22.954916,Video,33227,6075,2304,9197,1555803,1946741,566,20,341,Explore,2.61,Photography
IG0023376,2025-06-01 09:25:22.954916,Photo,70880,9799,202,5853,624592,1050360,102,15,913,Profile,8.26,Comedy
IG0023377,2025-02-28 09:25:22.954916,Video,9617,5602,409,12272,1975846,2203754,1619,11,116,Reels Feed,1.27,Beauty
IG0023378,2025-04-25 09:25:22.954916,Carousel,39241,9187,4347,43,552597,927894,1372,24,431,Hashtags,5.69,Photography
IG0023379,2025-10-16 09:25:22.954916,Carousel,111087,3233,2476,14826,1895941,1911258,66,5,444,Profile,6.89,Travel
IG0023380,2025-08-14 09:25:22.954916,Photo,118269,2765,2927,12312,1332450,1398023,1637,16,212,Reels Feed,9.75,Fitness
IG0023381,2025-02-01 09:25:22.954916,Carousel,185494,2629,2267,144,1963495,2094922,802,12,46,External,9.1,Fitness
IG0023382,2025-04-30 09:25:22.954916,Carousel,79655,2338,218,4764,1475460,1531338,2187,13,385,Explore,5.68,Travel
IG0023383,2025-04-22 09:25:22.954916,Carousel,184172,1143,2704,12264,462303,874903,1380,21,643,Profile,22.89,Beauty
IG0023384,2025-08-26 09:25:22.954916,Video,48186,448,997,7790,369911,773567,476,29,119,Home Feed,7.42,Food
IG0023385,2025-06-25 09:25:22.954916,Video,144185,1504,4210,10253,1566085,1654425,208,9,408,External,9.68,Travel
IG0023386,2025-05-18 09:25:22.954916,Reel,17601,77,2918,7588,241419,688052,2122,1,572,Explore,4.1,Technology
IG0023387,2025-03-18 09:25:22.954916,Carousel,120407,5736,4058,1269,235343,324450,314,15,109,Hashtags,40.52,Fashion
IG0023388,2025-10-09 09:25:22.954916,Video,159979,7917,2910,9833,1596140,1944386,794,15,992,Home Feed,9.29,Lifestyle
IG0023389,2025-10-03 09:25:22.954916,Video,196738,1724,4355,7810,1181152,1428819,506,3,454,Reels Feed,14.74,Food
IG0023390,2025-02-18 09:25:22.954916,Photo,20860,9210,1345,2865,131799,592645,456,5,901,Home Feed,5.78,Food
IG0023391,2025-02-20 09:25:22.954916,Photo,71404,7282,4883,7745,958229,1257367,1325,3,32,Explore,7.26,Music
IG0023392,2025-08-23 09:25:22.954916,Carousel,170498,560,2549,3526,624725,1037246,390,19,318,Reels Feed,17.08,Food
IG0023393,2025-04-21 09:25:22.954916,Photo,4851,715,4484,13393,1783234,1812744,386,9,629,Profile,1.29,Fitness
IG0023394,2025-08-20 09:25:22.954916,Carousel,47339,4731,4293,8051,1056329,1248456,243,13,419,Profile,5.16,Food
IG0023395,2024-12-13 09:25:22.954916,Carousel,112955,2630,623,2632,428738,817773,1782,23,219,Home Feed,14.53,Technology
IG0023396,2025-04-08 09:25:22.954916,Video,141145,6475,4049,9379,450407,867202,1042,0,519,Explore,18.57,Food
IG0023397,2025-03-16 09:25:22.954916,Video,117851,260,4520,13650,1844572,2327710,1595,24,170,Home Feed,5.85,Photography
IG0023398,2025-01-08 09:25:22.954916,Reel,74399,9023,1133,2262,493380,611760,101,20,969,Explore,14.19,Fitness
IG0023399,2025-07-17 09:25:22.954916,Video,26445,865,54,1649,1325982,1496219,1481,17,77,Profile,1.94,Travel
IG0023400,2025-01-07 09:25:22.954916,Carousel,124708,4589,2266,4114,776124,1169708,377,21,344,Home Feed,11.6,Travel
IG0023401,2025-02-03 09:25:22.954916,Photo,19576,9253,4320,7743,1501734,1772964,1413,2,451,External,2.31,Comedy
IG0023402,2024-12-28 09:25:22.954916,Video,83479,705,2249,2998,308675,478662,713,4,720,Profile,18.68,Fashion
IG0023403,2025-08-21 09:25:22.954916,Video,172617,1542,4920,11211,1274579,1729941,545,22,665,External,11.0,Fashion
IG0023404,2025-02-05 09:25:22.954916,Video,33531,5041,2106,13736,1939030,2200664,300,15,189,External,2.47,Photography
IG0023405,2025-10-31 09:25:22.954916,Carousel,70354,9556,179,10379,312499,704811,61,5,711,Home Feed,12.84,Fashion
IG0023406,2025-02-13 09:25:22.954916,Carousel,186533,9329,1254,11150,329121,489445,1719,20,113,Explore,42.55,Food
IG0023407,2025-11-15 09:25:22.954916,Reel,164844,1800,4262,7121,881072,1096015,963,22,449,Explore,16.24,Travel
IG0023408,2025-10-17 09:25:22.954916,Carousel,126573,1367,1770,8827,631145,703056,1091,26,730,Explore,19.7,Food
IG0023409,2025-04-25 09:25:22.954916,Carousel,119268,2982,3302,8955,746030,1204612,1479,27,702,Explore,11.17,Music
IG0023410,2025-06-12 09:25:22.954916,Reel,107465,82,4436,5071,989940,1190069,1480,17,334,Reels Feed,9.84,Comedy
IG0023411,2025-08-28 09:25:22.954916,Reel,136036,5599,2390,11326,24548,127972,1693,26,800,Profile,121.39,Travel
IG0023412,2025-09-10 09:25:22.954916,Reel,176197,3676,585,4359,1939983,2158001,33,20,9,External,8.56,Fashion
IG0023413,2025-10-08 09:25:22.954916,Video,148742,8361,1861,13593,952598,1154635,285,27,37,Hashtags,14.94,Lifestyle
IG0023414,2025-07-02 09:25:22.954916,Carousel,136640,7134,1481,6145,1901513,2037798,319,6,220,Home Feed,7.43,Food
IG0023415,2024-12-27 09:25:22.954916,Carousel,6228,6284,2270,4883,690445,1001727,885,19,124,Home Feed,1.96,Technology
IG0023416,2025-11-01 09:25:22.954916,Reel,97043,757,3989,8656,1677406,2085427,2197,1,716,External,5.3,Lifestyle
IG0023417,2025-10-14 09:25:22.954916,Carousel,90585,4718,1144,1715,394472,404683,465,27,987,Reels Feed,24.26,Technology
IG0023418,2025-04-09 09:25:22.954916,Photo,10485,8371,3234,793,507357,657353,315,10,591,Profile,3.48,Music
IG0023419,2025-10-19 09:25:22.954916,Carousel,66941,9572,1205,6178,367748,677972,7,29,434,Reels Feed,12.37,Fashion
IG0023420,2025-07-12 09:25:22.954916,Reel,142509,9428,3115,7092,289027,768410,1558,17,457,Reels Feed,21.1,Food
IG0023421,2025-05-08 09:25:22.954916,Photo,14056,2369,2396,4765,708253,820396,361,18,630,Reels Feed,2.87,Food
IG0023422,2024-12-03 09:25:22.954916,Video,86725,3672,3614,7634,1236936,1316634,842,15,445,Reels Feed,7.72,Technology
IG0023423,2025-08-05 09:25:22.954916,Video,105400,7716,3068,1537,58033,68042,1147,16,320,Reels Feed,173.01,Food
IG0023424,2025-07-29 09:25:22.954916,Photo,118379,2765,4085,5383,164525,225510,771,15,576,External,57.92,Music
IG0023425,2025-06-14 09:25:22.954916,Carousel,2852,3171,1734,2770,153519,216040,1599,8,400,Reels Feed,4.87,Fitness
IG0023426,2025-01-04 09:25:22.954916,Reel,110672,5640,2613,1902,1241415,1355646,111,7,100,Home Feed,8.91,Fitness
IG0023427,2025-10-11 09:25:22.954916,Photo,142037,608,366,927,621443,1114410,1200,27,621,Profile,12.92,Technology
IG0023428,2025-01-04 09:25:22.954916,Carousel,92460,9592,663,4100,843914,1325080,1611,30,120,Explore,8.06,Fashion
IG0023429,2024-12-12 09:25:22.954916,Video,22946,396,82,3485,1124834,1526400,962,13,741,External,1.76,Technology
IG0023430,2025-04-11 09:25:22.954916,Carousel,183908,2062,4374,4993,1652213,2018933,372,7,29,Reels Feed,9.68,Beauty
IG0023431,2025-01-17 09:25:22.954916,Reel,74233,8737,3833,11469,1011458,1450144,584,2,323,Hashtags,6.78,Food
IG0023432,2025-05-07 09:25:22.954916,Photo,131926,6805,4340,2544,1519086,1791228,906,29,748,Profile,8.13,Food
IG0023433,2025-08-07 09:25:22.954916,Reel,108888,8456,2954,6934,1585174,1694851,1925,21,938,Explore,7.51,Fitness
IG0023434,2025-05-09 09:25:22.954916,Carousel,183803,1205,541,6154,1626655,1926177,1351,17,75,External,9.95,Lifestyle
IG0023435,2025-08-20 09:25:22.954916,Carousel,13325,5933,882,4854,54053,275017,935,14,839,Reels Feed,9.09,Technology
IG0023436,2024-12-09 09:25:22.954916,Video,125343,11,2089,1887,14519,106559,2153,30,105,Explore,121.37,Fashion
IG0023437,2025-03-31 09:25:22.954916,Video,29466,6269,92,2496,1164065,1356838,1236,22,369,Reels Feed,2.82,Fitness
IG0023438,2025-03-16 09:25:22.954916,Reel,99740,1125,4310,6174,644903,792018,1931,22,777,Explore,14.06,Technology
IG0023439,2024-12-31 09:25:22.954916,Video,38413,4333,2505,11147,642914,1136944,670,12,421,Explore,4.96,Travel
IG0023440,2025-07-29 09:25:22.954916,Carousel,180942,76,792,14743,1945770,2124581,1944,28,9,Hashtags,9.25,Fashion
IG0023441,2025-05-31 09:25:22.954916,Reel,40919,7514,3385,6344,404124,413758,654,11,436,Hashtags,14.06,Fashion
IG0023442,2025-09-02 09:25:22.954916,Carousel,132625,6728,4784,2235,1562528,1783741,570,22,927,Profile,8.21,Photography
IG0023443,2025-01-26 09:25:22.954916,Reel,74542,8364,2423,9775,1239469,1271146,1136,18,928,Profile,7.48,Lifestyle
IG0023444,2025-06-20 09:25:22.954916,Carousel,159675,196,1924,7671,1706559,2102589,1317,25,182,Profile,8.06,Music
IG0023445,2024-12-09 09:25:22.954916,Carousel,175856,9899,1420,10855,1146424,1522107,1664,8,268,Reels Feed,13.01,Fashion
IG0023446,2025-07-02 09:25:22.954916,Carousel,65026,4947,2414,12475,1620058,1764358,758,14,284,Explore,4.81,Photography
IG0023447,2025-04-30 09:25:22.954916,Carousel,57054,57,3887,9190,870315,1198853,1158,27,915,Profile,5.85,Food
IG0023448,2025-08-01 09:25:22.954916,Photo,175921,8012,371,10063,765010,1092739,162,21,914,Reels Feed,17.79,Technology
IG0023449,2025-06-04 09:25:22.954916,Reel,85751,7879,4324,9863,405136,426227,541,24,538,Profile,25.3,Comedy
IG0023450,2025-09-18 09:25:22.954916,Video,103576,4520,1729,412,1812558,1837038,1122,21,11,Hashtags,6.0,Comedy
IG0023451,2025-06-09 09:25:22.954916,Carousel,175047,4417,3570,11969,135389,551945,800,14,690,Home Feed,35.33,Lifestyle
IG0023452,2025-06-27 09:25:22.954916,Photo,163491,6187,456,2203,844279,932657,2166,7,356,Profile,18.48,Food
IG0023453,2024-12-22 09:25:22.954916,Reel,182752,3537,3451,6196,1508948,1897040,1380,28,639,External,10.33,Fashion
IG0023454,2025-08-17 09:25:22.954916,Carousel,127091,8066,4264,4861,59427,303059,1159,22,418,Hashtags,47.61,Food
IG0023455,2025-01-02 09:25:22.954916,Video,157913,3161,4647,2187,385401,831762,1295,20,422,Explore,20.19,Photography
IG0023456,2025-06-29 09:25:22.954916,Video,103007,5393,4597,10443,807958,957137,1501,14,645,Profile,12.9,Travel
IG0023457,2025-10-27 09:25:22.954916,Carousel,199065,8917,3563,10934,663205,1132641,285,26,90,Explore,19.64,Music
IG0023458,2025-03-31 09:25:22.954916,Carousel,92180,8209,4454,1339,128405,318783,304,4,696,Home Feed,33.31,Beauty
IG0023459,2025-04-27 09:25:22.954916,Carousel,135332,7256,2632,6487,584176,780128,345,18,319,Hashtags,19.45,Music
IG0023460,2024-12-02 09:25:22.954916,Video,167280,1696,747,3845,1070104,1271201,693,25,107,Explore,13.65,Fashion
IG0023461,2025-11-07 09:25:22.954916,Carousel,165470,6340,1890,3161,826831,1139161,190,0,418,Home Feed,15.53,Food
IG0023462,2025-08-13 09:25:22.954916,Reel,118070,6211,3790,2463,166487,368430,1601,21,225,Hashtags,35.43,Music
IG0023463,2025-10-18 09:25:22.954916,Carousel,97172,2313,685,8812,1366919,1568029,1474,10,616,External,6.95,Technology
IG0023464,2025-06-16 09:25:22.954916,Photo,84040,1359,961,1467,1437166,1874528,469,11,554,Home Feed,4.69,Music
IG0023465,2024-11-22 09:25:22.954916,Carousel,188767,2437,4210,11286,1846996,2217394,864,24,544,Home Feed,9.32,Photography
IG0023466,2025-03-10 09:25:22.954916,Video,115446,956,3667,1527,666141,829657,1742,13,352,Hashtags,14.66,Music
IG0023467,2025-08-31 09:25:22.954916,Video,7219,6461,4131,14148,82865,324128,253,22,505,Reels Feed,9.86,Technology
IG0023468,2025-02-27 09:25:22.954916,Video,122713,1146,2411,12169,1753197,2017521,91,23,275,Explore,6.86,Beauty
IG0023469,2025-03-19 09:25:22.954916,Reel,168215,1248,3246,11889,548217,580122,893,3,65,Hashtags,31.82,Beauty
IG0023470,2025-07-14 09:25:22.954916,Photo,3159,3603,2309,11656,863454,1060268,1049,22,160,External,1.95,Technology
IG0023471,2025-06-05 09:25:22.954916,Photo,33243,2845,190,472,1478116,1812248,1811,4,589,Home Feed,2.03,Food
IG0023472,2025-05-08 09:25:22.954916,Reel,111507,8417,4159,8603,1997336,2116896,1235,25,942,External,6.27,Travel
IG0023473,2024-12-15 09:25:22.954916,Carousel,171850,3969,4828,7561,909787,1250897,150,27,80,External,15.05,Fashion
IG0023474,2024-12-06 09:25:22.954916,Reel,6887,9225,3151,5597,687519,1058659,71,0,627,Profile,2.35,Lifestyle
IG0023475,2025-08-19 09:25:22.954916,Reel,88834,2939,139,1368,205986,693122,822,8,389,External,13.46,Comedy
IG0023476,2025-04-26 09:25:22.954916,Photo,48422,4474,962,6932,1623461,1629618,30,22,602,Home Feed,3.73,Food
IG0023477,2025-04-24 09:25:22.954916,Photo,11967,6753,1940,14020,1039247,1083786,572,13,937,Explore,3.2,Music
IG0023478,2024-11-26 09:25:22.954916,Photo,49796,7836,2143,13291,1670355,1718736,1868,2,473,Reels Feed,4.25,Comedy
IG0023479,2025-05-13 09:25:22.954916,Photo,87717,2565,4398,1081,1544955,1558356,942,0,357,Home Feed,6.15,Comedy
IG0023480,2025-04-10 09:25:22.954916,Carousel,155765,4049,2768,5814,1959767,2395714,777,4,947,Reels Feed,7.03,Technology
IG0023481,2025-07-22 09:25:22.954916,Video,47583,2740,1311,11070,1926700,1945556,1020,3,25,Explore,3.22,Fitness
IG0023482,2025-08-10 09:25:22.954916,Reel,31205,5710,917,2225,590985,628312,527,11,428,Profile,6.38,Travel
IG0023483,2025-03-22 09:25:22.954916,Video,2898,5480,2035,14360,963954,994143,768,2,557,Home Feed,2.49,Travel
IG0023484,2025-04-18 09:25:22.954916,Reel,56280,8816,4602,3401,1907682,2096835,1161,1,944,External,3.49,Fitness
IG0023485,2025-06-04 09:25:22.954916,Video,95596,5865,1494,3411,1352148,1825121,1642,20,861,Home Feed,5.83,Fashion
IG0023486,2025-03-21 09:25:22.954916,Carousel,134632,2999,4577,12130,315458,359203,1550,5,565,External,42.97,Fitness
IG0023487,2025-04-10 09:25:22.954916,Photo,184317,7460,1329,792,1640060,2085383,544,0,68,Home Feed,9.3,Lifestyle
IG0023488,2025-09-01 09:25:22.954916,Reel,144314,971,4559,12757,1754075,2008626,1253,26,918,Reels Feed,8.1,Lifestyle
IG0023489,2025-04-28 09:25:22.954916,Reel,109871,7498,2316,12919,543668,810816,823,8,763,External,16.35,Technology
IG0023490,2025-08-29 09:25:22.954916,Photo,54359,748,309,3421,1456224,1815750,87,22,55,Profile,3.24,Music
IG0023491,2025-06-15 09:25:22.954916,Reel,107377,370,3035,7401,537497,616678,1342,27,137,External,19.16,Comedy
IG0023492,2025-09-20 09:25:22.954916,Carousel,21913,7398,2663,5332,124310,189858,192,23,55,Profile,19.65,Travel
IG0023493,2024-11-30 09:25:22.954916,Reel,90612,8508,2100,1752,1061773,1466488,264,5,934,Explore,7.02,Travel
IG0023494,2025-01-24 09:25:22.954916,Video,52813,3180,2567,3417,1607348,1782244,1568,8,385,External,3.48,Fitness
IG0023495,2025-11-10 09:25:22.954916,Video,11123,6605,4750,14950,387011,584946,1970,26,224,Home Feed,6.4,Fitness
IG0023496,2025-07-05 09:25:22.954916,Video,74694,899,539,13417,1041959,1447324,1666,20,659,Home Feed,6.19,Fitness
IG0023497,2025-02-26 09:25:22.954916,Reel,113129,4486,2124,5235,1977732,2404552,1357,17,896,External,5.2,Fashion
IG0023498,2025-08-11 09:25:22.954916,Carousel,7122,8659,2110,13960,1489826,1911690,1321,29,49,Explore,1.67,Fitness
IG0023499,2025-08-12 09:25:22.954916,Photo,148265,5302,3948,6148,585975,979563,715,4,240,Hashtags,16.71,Music
IG0023500,2025-01-28 09:25:22.954916,Carousel,158184,9518,1973,1026,1117983,1185767,1754,30,788,Reels Feed,14.4,Comedy
IG0023501,2024-11-26 09:25:22.954916,Photo,3198,5227,790,5203,1611024,1858849,1255,22,716,External,0.78,Food
IG0023502,2025-11-01 09:25:22.954916,Reel,88737,6735,656,2691,1105643,1527338,1506,0,861,Explore,6.47,Food
IG0023503,2025-07-14 09:25:22.954916,Video,87275,4681,1742,14241,1549171,1969968,841,6,679,Profile,5.48,Music
IG0023504,2025-07-15 09:25:22.954916,Video,6285,5831,893,11195,1229430,1297877,1504,25,630,External,1.86,Photography
IG0023505,2025-03-26 09:25:22.954916,Video,4810,6777,4923,3565,1864791,2319964,1088,14,656,Profile,0.87,Lifestyle
IG0023506,2024-11-22 09:25:22.954916,Reel,130755,8158,383,11331,1701249,1867533,1507,21,934,Profile,8.07,Food
IG0023507,2025-02-14 09:25:22.954916,Video,42448,8870,1650,4031,272006,338332,1056,28,82,Profile,16.85,Fashion
IG0023508,2024-12-21 09:25:22.954916,Video,197500,2813,4155,13247,644183,735410,480,21,584,Reels Feed,29.6,Photography
IG0023509,2025-10-09 09:25:22.954916,Photo,23679,3360,1012,2873,1608267,1736290,1346,14,953,Hashtags,1.78,Beauty
IG0023510,2025-01-09 09:25:22.954916,Photo,89178,7255,1925,1680,441455,506951,1997,24,911,Reels Feed,19.73,Fashion
IG0023511,2025-06-06 09:25:22.954916,Video,23205,79,1352,1083,1581079,1737892,788,13,967,Hashtags,1.48,Travel
IG0023512,2025-02-10 09:25:22.954916,Photo,118645,2092,4021,1811,1617515,1719326,542,0,685,Reels Feed,7.36,Food
IG0023513,2025-11-14 09:25:22.954916,Video,97420,9790,4292,7403,1477965,1741103,2056,30,344,Reels Feed,6.83,Lifestyle
IG0023514,2025-11-08 09:25:22.954916,Video,139788,3776,4144,4662,468422,771732,1596,29,722,Hashtags,19.74,Fitness
IG0023515,2025-10-17 09:25:22.954916,Photo,3905,4899,2919,5961,737180,1045226,913,2,46,Reels Feed,1.69,Fitness
IG0023516,2025-06-24 09:25:22.954916,Photo,84857,2295,3765,5468,1326098,1689331,1968,9,174,External,5.71,Comedy
IG0023517,2025-01-29 09:25:22.954916,Reel,28256,2420,4127,11250,1150596,1308318,1226,30,709,Reels Feed,3.52,Lifestyle
IG0023518,2025-10-31 09:25:22.954916,Photo,126551,9692,1638,2838,1673148,1915048,1016,10,529,Reels Feed,7.35,Travel
IG0023519,2025-01-03 09:25:22.954916,Video,105521,5847,2192,9764,278804,489900,403,2,648,Explore,25.17,Technology
IG0023520,2025-09-15 09:25:22.954916,Carousel,159509,4455,3195,1348,614660,1059907,2101,20,548,Explore,15.9,Food
IG0023521,2025-07-23 09:25:22.954916,Reel,185262,8053,339,2093,1342176,1752101,770,10,518,Reels Feed,11.17,Comedy
IG0023522,2025-02-05 09:25:22.954916,Carousel,31416,3323,2252,6561,1021455,1418730,212,13,706,Profile,3.07,Lifestyle
IG0023523,2024-12-21 09:25:22.954916,Video,7046,5608,3801,9302,1633753,1912389,1574,22,497,Home Feed,1.35,Beauty
IG0023524,2025-11-04 09:25:22.954916,Carousel,156215,5866,3775,7160,222459,234084,527,12,285,Reels Feed,73.91,Fashion
IG0023525,2025-07-18 09:25:22.954916,Reel,34897,590,3408,14879,715538,1092796,1155,30,667,External,4.92,Travel
IG0023526,2025-08-10 09:25:22.954916,Video,72128,2600,468,2772,1371628,1792319,1540,9,473,Hashtags,4.35,Lifestyle
IG0023527,2024-12-27 09:25:22.954916,Video,24009,793,2993,2798,1129924,1327308,433,10,750,External,2.3,Food
IG0023528,2025-08-09 09:25:22.954916,Photo,59673,9111,4077,11535,1185982,1588402,1044,18,224,Explore,5.31,Fashion
IG0023529,2025-07-28 09:25:22.954916,Video,156274,8648,4351,2222,1085791,1122721,761,6,710,Profile,15.27,Lifestyle
IG0023530,2025-05-26 09:25:22.954916,Photo,78405,5913,2278,5930,227099,640648,1765,12,528,Explore,14.44,Music
IG0023531,2025-05-25 09:25:22.954916,Photo,172717,6964,4917,7744,1443886,1481856,1168,1,54,External,12.98,Comedy
IG0023532,2024-12-04 09:25:22.954916,Video,33917,8487,2886,7513,1591784,1905613,1761,12,381,Hashtags,2.77,Lifestyle
IG0023533,2025-11-02 09:25:22.954916,Reel,44051,6366,971,14169,565331,790803,0,17,37,Hashtags,8.29,Music
IG0023534,2025-08-24 09:25:22.954916,Video,93386,6830,758,12254,1960350,1983167,382,5,642,Reels Feed,5.71,Fashion
IG0023535,2025-10-11 09:25:22.954916,Carousel,181183,9488,1066,10571,1182988,1651029,1720,23,309,Hashtags,12.25,Fashion
IG0023536,2025-02-22 09:25:22.954916,Photo,121151,201,2458,736,1385773,1865769,2018,20,288,Reels Feed,6.68,Fashion
IG0023537,2024-11-23 09:25:22.954916,Carousel,58863,9809,3752,1199,1965403,2132188,1224,19,900,Explore,3.45,Technology
IG0023538,2025-11-06 09:25:22.954916,Carousel,94865,3081,3261,6846,977141,1366351,1428,23,892,Home Feed,7.91,Lifestyle
IG0023539,2025-08-03 09:25:22.954916,Carousel,9541,3151,3113,944,407820,891443,1891,10,907,Hashtags,1.88,Music
IG0023540,2025-01-05 09:25:22.954916,Photo,156386,5292,2892,7796,1276372,1402443,1180,21,718,External,12.29,Fitness
IG0023541,2025-06-04 09:25:22.954916,Video,171447,957,1795,1279,1897591,1984468,1615,14,955,External,8.84,Beauty
IG0023542,2025-03-12 09:25:22.954916,Reel,101093,3870,4260,7277,691030,973788,118,3,654,External,11.96,Beauty
IG0023543,2025-03-31 09:25:22.954916,Carousel,46894,1472,2984,10922,1073983,1564235,593,8,143,Reels Feed,3.98,Music
IG0023544,2025-09-15 09:25:22.954916,Video,95634,8177,155,14508,1572673,1579051,1451,17,41,Explore,7.5,Fitness
IG0023545,2025-06-23 09:25:22.954916,Photo,67031,3812,2897,8224,1082060,1566706,273,11,241,Explore,5.23,Travel
IG0023546,2025-02-06 09:25:22.954916,Reel,121308,2856,4437,14136,1364215,1729909,91,18,151,Profile,8.25,Technology
IG0023547,2025-10-31 09:25:22.954916,Carousel,199944,4368,2105,6483,1064379,1344278,1349,13,56,Reels Feed,15.84,Music
IG0023548,2024-12-28 09:25:22.954916,Carousel,57433,3761,4843,1657,1616687,1969872,768,28,649,Explore,3.44,Food
IG0023549,2025-06-12 09:25:22.954916,Video,129166,258,2269,13103,128653,247309,971,20,145,Explore,58.55,Comedy
IG0023550,2025-11-14 09:25:22.954916,Carousel,183647,3797,3553,8647,1455884,1741997,1082,7,581,Profile,11.46,Comedy
IG0023551,2025-11-16 09:25:22.954916,Reel,155561,5869,3603,8064,1563368,1979093,1716,19,771,Profile,8.75,Photography
IG0023552,2025-10-18 09:25:22.954916,Photo,72675,4018,2904,96,307600,501672,936,15,686,External,15.89,Beauty
IG0023553,2025-05-31 09:25:22.954916,Carousel,10935,1134,1357,10664,195530,692981,2004,2,983,Explore,3.48,Fashion
IG0023554,2025-08-05 09:25:22.954916,Video,24380,7724,3387,700,1591866,1856618,499,30,436,Home Feed,1.95,Food
IG0023555,2025-06-02 09:25:22.954916,Video,11892,8521,819,10895,951593,1400772,743,9,199,External,2.29,Travel
IG0023556,2025-11-17 09:25:22.954916,Reel,3460,9086,1444,6775,158773,367310,1982,14,576,Hashtags,5.65,Fitness
IG0023557,2025-06-30 09:25:22.954916,Carousel,110418,1557,2747,3388,141960,286319,1041,17,820,External,41.25,Travel
IG0023558,2025-07-29 09:25:22.954916,Reel,100639,3020,841,5414,667029,849969,172,15,362,Profile,12.93,Beauty
IG0023559,2025-04-26 09:25:22.954916,Photo,549,4876,1131,11666,774852,1231190,1676,26,279,External,1.48,Fashion
IG0023560,2025-10-18 09:25:22.954916,Photo,132967,2149,2270,14143,1103408,1515290,1611,24,108,Explore,10.0,Fitness
IG0023561,2025-01-25 09:25:22.954916,Reel,126010,2001,951,10587,1340860,1541862,1868,4,376,Reels Feed,9.05,Music
IG0023562,2025-04-02 09:25:22.954916,Photo,168585,3056,1444,11436,383065,483045,1263,18,842,External,38.2,Photography
